Supplementary Data 5. Plasmid metadata,,,,,,,,,,,,,,,,,,,,,
AccessionVersion,SourceDB,MoleculeType,SeqName,Size,Topology,UpdateDate,Title,TaxId,TaxName,TaxSuperkingdom,TaxPhylum,TaxClass,TaxOrder,TaxFamily,TaxGenus,TaxSpecies,MOB(1),PFinder_80 (2),PFinder_95 (3),Filtered (4),
NC_010182.1,refseq,Plasmid,pBWB403,64977,circular,18-MAY-2017,"Bacillus weihenstephanensis KBAB4 plasmid pBWB403, complete genome",315730,Bacillus mycoides KBAB4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,-,-,-,No,
NC_010183.1,refseq,Plasmid,pBWB404,52830,circular,18-MAY-2017,"Bacillus weihenstephanensis KBAB4 plasmid pBWB404, complete genome",315730,Bacillus mycoides KBAB4,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,-,-,-,No,
NC_014172.1,refseq,Plasmid,pBMB171,312963,circular,18-MAY-2017,"Bacillus thuringiensis BMB171 plasmid pBMB171, complete sequence",714359,Bacillus thuringiensis BMB171,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,-,-,-,No,
NC_017805.1,refseq,Plasmid,P1,432699,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P1, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_017791.1,refseq,Plasmid,P2,424524,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P2, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_017771.1,refseq,Plasmid,P3,231600,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P3, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_017792.1,refseq,Plasmid,P4,72036,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P4, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_017806.1,refseq,Plasmid,P5,54602,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P5, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_017793.1,refseq,Plasmid,P6,53428,circular,18-MAY-2017,"Deinococcus gobiensis I-0 plasmid P6, complete sequence",745776,Deinococcus gobiensis I-0,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus gobiensis,-,-,-,No,
NC_008545.1,refseq,Plasmid,Plasmid1,164857,circular,18-MAY-2017,"Burkholderia cenocepacia HI2424 plasmid 1, complete sequence",331272,Burkholderia cenocepacia HI2424,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia,MOBF,-,-,No,
NC_012723.1,refseq,Plasmid,bglu_1p,133591,circular,18-MAY-2017,"Burkholderia glumae BGR1 plasmid bglu_1p, complete sequence",626418,Burkholderia glumae BGR1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,-,-,-,No,
NC_012718.1,refseq,Plasmid,bglu_2p,141792,circular,18-MAY-2017,"Burkholderia glumae BGR1 plasmid bglu_2p, complete sequence",626418,Burkholderia glumae BGR1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,-,-,-,No,
NC_012720.2,refseq,Plasmid,bglu_3p,141067,circular,18-MAY-2017,"Burkholderia glumae BGR1 plasmid bglu_3p, complete sequence",626418,Burkholderia glumae BGR1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,MOBF,-,-,No,
NC_012725.2,refseq,Plasmid,bglu_4p,134346,circular,18-MAY-2017,"Burkholderia glumae BGR1 plasmid bglu_4p, complete sequence",626418,Burkholderia glumae BGR1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia glumae,MOBF,-,-,No,
NC_016794.1,refseq,Plasmid,pF837_55,55304,circular,18-MAY-2017,"Bacillus cereus F837/76 plasmid pF837_55, complete sequence",347495,Bacillus cereus F837/76,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_016780.1,refseq,Plasmid,pF837_10,10288,circular,18-MAY-2017,"Bacillus cereus F837/76 plasmid pF837_10, complete sequence",347495,Bacillus cereus F837/76,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_015382.1,refseq,Plasmid,bgla_1p,276215,circular,18-MAY-2017,"Burkholderia gladioli BSR3 plasmid bgla_1p, complete sequence",999541,Burkholderia gladioli BSR3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,MOBF,-,-,No,
NC_015377.1,refseq,Plasmid,bgla_2p,129399,circular,18-MAY-2017,"Burkholderia gladioli BSR3 plasmid bgla_2p, complete sequence",999541,Burkholderia gladioli BSR3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,MOBF,-,-,No,
NC_015378.1,refseq,Plasmid,bgla_3p,128650,circular,18-MAY-2017,"Burkholderia gladioli BSR3 plasmid bgla_3p, complete sequence",999541,Burkholderia gladioli BSR3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,-,-,-,No,
NC_015383.1,refseq,Plasmid,bgla_4p,403586,circular,18-MAY-2017,"Burkholderia gladioli BSR3 plasmid bgla_4p, complete sequence",999541,Burkholderia gladioli BSR3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia gladioli,MOBH,-,-,No,
NC_011973.1,refseq,Plasmid,pBc239,239246,circular,18-MAY-2017,"Bacillus cereus Q1 plasmid pBc239, complete sequence",361100,Bacillus cereus Q1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011971.1,refseq,Plasmid,pBc53,52766,circular,18-MAY-2017,"Bacillus cereus Q1 plasmid pBc53, complete sequence",361100,Bacillus cereus Q1,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011003.1,refseq,Plasmid,pBCJ2315,92661,circular,18-MAY-2017,"Burkholderia cenocepacia J2315 pBCJ2315 plasmid, complete genome",216591,Burkholderia cenocepacia J2315,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia,MOBF,-,-,No,
NC_011775.1,refseq,Plasmid,pG9842_209,209488,linear,18-MAY-2017,"Bacillus cereus G9842 plasmid pG9842_209, complete sequence",405531,Bacillus cereus G9842,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011774.1,refseq,Plasmid,pG9842_140,140001,linear,18-MAY-2017,"Bacillus cereus G9842 plasmid pG9842_140, complete sequence",405531,Bacillus cereus G9842,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_017726.1,refseq,Plasmid,BAP1,181700,circular,18-MAY-2017,"Bacillus anthracis str. H9401 plasmid BAP1, complete sequence",768494,Bacillus anthracis str. H9401,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,-,-,-,No,
NC_017727.1,refseq,Plasmid,BAP2,94824,circular,18-MAY-2017,"Bacillus anthracis str. H9401 plasmid BAP2, complete sequence",768494,Bacillus anthracis str. H9401,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,MOBP,rep3,rep3,No,
NC_007103.1,refseq,Plasmid,pE33L466,466370,circular,18-MAY-2017,"Bacillus cereus E33L plasmid pE33L466, complete sequence",288681,Bacillus cereus E33L,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_007104.1,refseq,Plasmid,pE33L5,5108,circular,18-MAY-2017,"Bacillus cereus E33L plasmid pE33L5, complete sequence",288681,Bacillus cereus E33L,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_007105.1,refseq,Plasmid,pE33L54,53501,circular,18-MAY-2017,"Bacillus cereus E33L plasmid pE33L54, complete sequence",288681,Bacillus cereus E33L,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBP,-,-,No,
NC_007106.1,refseq,Plasmid,pE33L8,8191,circular,18-MAY-2017,"Bacillus cereus E33L plasmid pE33L8, complete sequence",288681,Bacillus cereus E33L,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_007107.1,refseq,Plasmid,pE33L9,9150,circular,18-MAY-2017,"Bacillus cereus E33L plasmid pE33L9, complete sequence",288681,Bacillus cereus E33L,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_011776.1,refseq,Plasmid,pAH820_3,3091,linear,18-MAY-2017,"Bacillus cereus AH820 plasmid pAH820_3, complete sequence",405535,Bacillus cereus AH820,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_011777.1,refseq,Plasmid,pAH820_272,272145,linear,18-MAY-2017,"Bacillus cereus AH820 plasmid pAH820_272, complete sequence",405535,Bacillus cereus AH820,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011771.1,refseq,Plasmid,pAH820_10,10915,linear,18-MAY-2017,"Bacillus cereus AH820 plasmid pAH820_10, complete sequence",405535,Bacillus cereus AH820,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_012473.1,refseq,Plasmid,p03BB102_179,179680,circular,18-MAY-2017,"Bacillus cereus 03BB102 plasmid p03BB102_179, complete sequence",572264,Bacillus cereus 03BB102,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_005707.1,refseq,Plasmid,pBc10987,208369,circular,18-MAY-2017,"Bacillus cereus ATCC 10987 plasmid pBc10987, complete sequence",222523,Bacillus cereus ATCC 10987,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011654.1,refseq,Plasmid,pAH187_12,12481,circular,18-MAY-2017,"Bacillus cereus AH187 plasmid pAH187_12, complete sequence",405534,Bacillus cereus AH187,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011655.1,refseq,Plasmid,pAH187_270,270082,circular,18-MAY-2017,"Bacillus cereus AH187 plasmid pAH187_270, complete sequence",405534,Bacillus cereus AH187,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,-,-,-,No,
NC_011656.1,refseq,Plasmid,pAH187_45,45173,circular,18-MAY-2017,"Bacillus cereus AH187 plasmid pAH187_45, complete sequence",405534,Bacillus cereus AH187,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBC,-,-,No,
NC_011657.1,refseq,Plasmid,pAH187_3,3091,circular,18-MAY-2017,"Bacillus cereus AH187 plasmid pAH187_3, complete sequence",405534,Bacillus cereus AH187,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,MOBV,-,-,No,
NC_012577.1,refseq,Plasmid,pX02,94875,circular,18-MAY-2017,"Bacillus anthracis str. CDC 684 plasmid pX02, complete sequence",568206,Bacillus anthracis str. CDC 684,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,MOBP,rep3,rep3,No,
NC_012579.1,refseq,Plasmid,pX01,181773,circular,18-MAY-2017,"Bacillus anthracis str. CDC 684 plasmid pX01, complete sequence",568206,Bacillus anthracis str. CDC 684,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,-,-,-,No,
NC_017794.1,refseq,Plasmid,unnamed,18092,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 9 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017774.1,refseq,Plasmid,unnamed2,5918,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 20 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017809.1,refseq,Plasmid,unnamed3,5850,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 21 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017775.1,refseq,Plasmid,unnamed4,5135,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 22 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017810.1,refseq,Plasmid,unnamed5,5113,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 23 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017776.1,refseq,Plasmid,unnamed6,4881,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 24 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017777.1,refseq,Plasmid,unnamed7,4807,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 25 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017811.1,refseq,Plasmid,unnamed8,4141,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 26 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017778.1,refseq,Plasmid,unnamed9,173158,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 1 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017779.1,refseq,Plasmid,unnamed10,9473,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 19 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017812.1,refseq,Plasmid,unnamed11,9717,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 18 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017780.1,refseq,Plasmid,unnamed12,15552,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 11 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017813.1,refseq,Plasmid,unnamed13,14016,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 12 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017781.1,refseq,Plasmid,unnamed14,13275,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 13 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017782.1,refseq,Plasmid,unnamed15,11572,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 14 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017814.1,refseq,Plasmid,unnamed16,11189,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 15 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017783.1,refseq,Plasmid,unnamed17,10942,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 16 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017784.1,refseq,Plasmid,unnamed18,10110,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 17 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017815.1,refseq,Plasmid,unnamed19,4031,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 27 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017785.1,refseq,Plasmid,unnamed20,3308,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 28 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017816.1,refseq,Plasmid,unnamed21,3281,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 29 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017795.1,refseq,Plasmid,unnamed22,2005,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 39 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017786.1,refseq,Plasmid,unnamed23,40912,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 3 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017817.1,refseq,Plasmid,unnamed24,36478,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 4 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017796.1,refseq,Plasmid,unnamed25,28620,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 5 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017818.1,refseq,Plasmid,unnamed26,25137,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 6 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017797.1,refseq,Plasmid,unnamed27,23530,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 7 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017798.1,refseq,Plasmid,unnamed28,18431,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 8 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017819.1,refseq,Plasmid,unnamed29,2091,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 38 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017799.1,refseq,Plasmid,unnamed30,2105,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 37 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017800.1,refseq,Plasmid,unnamed31,2287,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 36 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017787.1,refseq,Plasmid,unnamed32,50097,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 2 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017820.1,refseq,Plasmid,unnamed33,3204,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 30 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017788.1,refseq,Plasmid,unnamed34,3194,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 31 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017789.1,refseq,Plasmid,unnamed35,3137,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 32 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017821.1,refseq,Plasmid,unnamed36,2469,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 33 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017801.1,refseq,Plasmid,unnamed37,2348,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 34 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017802.1,refseq,Plasmid,unnamed38,2317,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 35 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_017822.1,refseq,Plasmid,unnamed39,17493,linear,18-MAY-2017,Borrelia crocidurae str. Achema plasmid clone 10 genomic sequence,1155096,Borrelia crocidurae str. Achema,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia crocidurae,-,-,-,No,
NC_009475.1,refseq,Plasmid,pBBta01,228826,circular,18-MAY-2017,"Bradyrhizobium sp. BTAi1 plasmid pBBta01, complete sequence",288000,Bradyrhizobium sp. BTAi1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. BTAi1,MOBP,-,-,No,
